horizon,site,rmse_persist,rmse_damped,rmse_thermo
7,n33,2.362748592865514,1.7796621338345697,1.6609503799126515
7,n34,2.2897465558023327,2.1597089629246575,2.0793169519693224
7,n35,2.843789522017261,2.1118795323823947,1.9126903028648772
7,n36,2.3832591337580755,1.9738477188074857,1.9518801171185791
7,n37,2.831299385669883,2.058990487271491,2.023993304908572
7,n38,2.070431138629378,1.7316785755044608,1.6249471959775572
7,n39,0.8833637310938666,0.742010699934226,0.6961214529520734
7,n40,2.0466072762619456,1.5259178058244147,1.512782677066773
7,n41,2.669366464226455,2.0012277376946255,1.8769806215193894
7,n42,1.6600104333610914,1.3613963473760033,1.3179391034831756
7,n43,2.0423309497071886,1.601674336498433,1.5511390709885937
7,n44,0.9466755331893486,0.7972249812409469,0.7519460998496179
7,n45,1.0173321128994848,0.7786526237155506,0.7279998214482676
7,n46,2.4330797505057844,1.8896376057209523,1.7452912138713486
7,n47,2.465591959197925,1.8582489221361365,1.785235856128598
7,n48,1.9443487941568183,1.4669138025979942,1.4135774874044797
7,n49,1.6842181776976026,1.4607441060457929,1.2465635490785463
7,n50,1.7267672612369498,1.2749081897646533,1.2104868464923104
7,n51,2.064076635727536,1.4954116793455243,1.4463970101284986
7,n52,2.691065215398333,2.123152923654515,2.001017405828334
7,n53,2.7047168994474813,2.1065418867610726,2.0384648403773395
7,n54,2.401936740890142,1.8907526000675543,1.7237822651238721
7,n55,2.602744151400162,2.06442559861384,1.963514416609211
7,n56,2.022511435821242,1.610489335197788,1.5303650684052634
7,n57,1.9458678120888802,1.4449646436499568,1.3666599780678674
7,n58,2.9344840279029514,2.573538552559864,2.484239375065218
7,n59,2.4929805330412633,1.91548858332997,1.8879374248773315
7,n60,1.4820441792177366,1.1390366557048008,1.0592381495470256
7,n61,2.3687829328913583,1.9146887193612916,1.8438967985831418
7,n62,2.3676822833444877,2.0264222599323682,1.9576114908501407
7,n63,1.2469687092427069,0.8402008889770718,0.7817141668014449
7,n64,2.5019083423666704,1.8886306591561204,1.8373512603529507
7,n65,2.786889379047414,2.2529277240566343,2.2057035098622007
7,n66,2.228524076627062,1.7949139029776078,1.662034858634507
7,n67,2.957430038295139,2.1100258942685826,2.011283999066412
7,n68,1.5987861646300447,1.2749922508826006,1.2587698448977662
7,n69,2.361000454672253,1.8657297414551142,1.7789342062078513
7,n70,2.369942984270652,2.0609235503480905,1.9195815406495063
7,n71,2.8324717475335977,2.1984317767501946,2.1099782417706274
7,n72,1.3744360807386657,0.984256975349715,0.9290399585858125
7,n73,2.5923205522600243,2.056832816353309,2.0755358564941457
7,n74,2.3153002233632076,1.679376368175726,1.6353644944739107
7,n75,3.178034893997227,2.183168544173168,2.1844822120799425
7,n76,1.6950781615563948,1.248660989225568,1.2592864600267193
7,n77,,,
7,n78,1.7588136509679648,1.2870922396695907,1.2539901025556928
7,n79,1.7648736554879771,1.4710313684220921,1.4055371126207379
7,n80,0.4645588158856382,0.4241262432125288,0.41891340478296757
7,n81,2.9465513526233855,2.235144936341811,2.1535896507644585
7,n82,2.291421754258878,1.801043682821171,1.6308702743376635
7,n83,2.323710188906446,1.8545055375282584,1.769301329420685
7,n84,1.5839061605647806,1.2768112036501276,1.2469558749991043
7,n85,0.5093463120689088,0.6626045447408244,0.512798789966111
7,n86,3.2253238313717003,2.356206461144156,2.3534353387809133
7,n87,2.0229892826746942,1.5503528355430387,1.5681080564835481
7,n88,2.6377858603262427,2.029567810542117,1.911204506162184
7,n89,2.422174343248376,1.8669873445551128,1.7809533197396201
7,n90,1.9831961187048128,1.4857547351195621,1.4145241855309978
7,n91,1.2818198559699365,0.9831156780651737,1.0171116322075984
7,n92,2.3211297380380054,1.865758719442909,1.8153640626759497
7,n93,2.2019302840249804,1.9442410895432791,1.914459832602597
7,n94,1.3152048672032925,1.037504161218177,1.0053367364322183
7,n95,2.390792553833859,1.8227663448846352,1.7609060624108046
7,n96,2.569815263430531,1.9846525159100323,1.9423393816891186
7,n97,2.337290486163561,1.7760118906245335,1.6866410069318254
7,n98,2.305437356328544,1.6756317979911164,1.630610934674615
7,n99,0.8364866624634578,0.6162554914820059,0.6347950770516907
